Description,G1_vertices,G1_edges,G1_density,G2_vertices,G2_edges,G2_density,Exact_result,Exact_elapsed_ms,Exact_distance,GVF2_1_result,GVF2_1_elapsed_ms,GVF2_1_distance,GVF2_10_result,GVF2_10_elapsed_ms,GVF2_10_distance,GVF2_100_result,GVF2_100_elapsed_ms,GVF2_100_distance,GVF2_500_result,GVF2_500_elapsed_ms,GVF2_500_distance
G2 is shuffled subgraph of G1,220,1100,5,154,557,3.616883116883117,Timeout,30000,-1,Success,2.6857,0.7363636363636363,Success,19.5332,0.7454545454545455,Success,182.964,0.7318181818181818,Success,923.1335,0.7272727272727273
G2 is shuffled subgraph of G1,230,1150,5,161,572,3.5527950310559007,Timeout,30000,-1,Success,2.7651,0.7347826086956522,Success,21.8791,0.7217391304347827,Success,211.6783,0.7347826086956522,Success,1037.6914,0.7260869565217392
G2 is shuffled subgraph of G1,240,1200,5,168,582,3.4642857142857144,Timeout,30000,-1,Success,2.5245,0.75,Success,26.0834,0.7458333333333333,Success,238.4679,0.7333333333333334,Success,1173.7768,0.725
G2 is shuffled subgraph of G1,250,1250,5,175,638,3.645714285714286,Timeout,30000,-1,Success,2.9098,0.756,Success,27.2696,0.744,Success,269.9347,0.724,Success,1292.4762,0.724
G2 is shuffled subgraph of G1,10,50,5,3,2,0.6666666666666666,Success,0.5481,0.7,Success,0.0376,0.7,Success,0.0753,0.7,Success,0.5212,0.7,Success,2.4112,0.7
G2 is shuffled subgraph of G1,20,100,5,6,9,1.5,Timeout,30000,-1,Success,0.0335,0.8,Success,0.1249,0.8,Success,1.1938,0.8,Success,4.6269,0.8
G2 is shuffled subgraph of G1,30,150,5,9,15,1.6666666666666667,Timeout,30000,-1,Success,0.0431,0.8333333333333334,Success,0.1583,0.8,Success,2.4268,0.8,Success,7.6284,0.7666666666666666
G2 is shuffled subgraph of G1,40,200,5,12,7,0.5833333333333334,Timeout,30000,-1,Success,0.0838,0.725,Success,0.3456,0.725,Success,3.2929,0.725,Success,17.8826,0.725
G2 is shuffled subgraph of G1,50,250,5,15,24,1.6,Timeout,30000,-1,Success,0.1043,0.78,Success,0.5225,0.78,Success,5.5432,0.76,Success,22.3776,0.76
G2 is shuffled subgraph of G1,60,300,5,18,19,1.0555555555555556,Timeout,30000,-1,Success,0.1167,0.75,Success,0.6811,0.75,Success,7.6486,0.75,Success,34.8791,0.75
G2 is shuffled subgraph of G1,70,350,5,21,35,1.6666666666666667,Timeout,30000,-1,Success,0.1098,0.8285714285714285,Success,0.8167,0.8142857142857143,Success,6.924,0.8,Success,34.5846,0.7714285714285715
G2 is shuffled subgraph of G1,80,400,5,24,47,1.9583333333333333,Timeout,30000,-1,Success,0.1211,0.825,Success,0.8119,0.8375,Success,8.5668,0.8,Success,43.0368,0.8
G2 is shuffled subgraph of G1,90,450,5,27,37,1.3703703703703705,Timeout,30000,-1,Success,0.2014,0.8222222222222222,Success,1.7035,0.7888888888888889,Success,15.7462,0.7666666666666666,Success,78.0952,0.7555555555555555
G2 is shuffled subgraph of G1,100,500,5,30,42,1.4,Timeout,30000,-1,Success,0.2086,0.81,Success,2.1082,0.79,Success,19.1896,0.78,Success,95.5606,0.76
G2 is shuffled subgraph of G1,110,550,5,33,54,1.6363636363636365,Timeout,30000,-1,Success,0.2303,0.8454545454545455,Success,1.9427,0.8181818181818181,Success,19.4972,0.8,Success,96.6439,0.7909090909090909
G2 is shuffled subgraph of G1,120,600,5,36,50,1.3888888888888888,Timeout,30000,-1,Success,0.352,0.825,Success,3.2745,0.7833333333333333,Success,29.357,0.775,Success,147.9648,0.7666666666666666
G2 is shuffled subgraph of G1,130,650,5,39,50,1.2820512820512822,Timeout,30000,-1,Success,0.4235,0.7846153846153846,Success,4.1473,0.7846153846153846,Success,43.4292,0.7615384615384615,Success,213.9761,0.7615384615384615
G2 is shuffled subgraph of G1,140,700,5,42,72,1.7142857142857142,Timeout,30000,-1,Success,0.3723,0.8142857142857143,Success,3.7192,0.8071428571428572,Success,37.0929,0.7928571428571428,Success,181.6723,0.7928571428571428
G2 is shuffled subgraph of G1,150,750,5,45,72,1.6,Timeout,30000,-1,Success,0.4767,0.8266666666666667,Success,4.635,0.8066666666666666,Success,45.915,0.7866666666666666,Success,222.5074,0.7933333333333333
G2 is shuffled subgraph of G1,160,800,5,48,78,1.625,Timeout,30000,-1,Success,0.5767,0.8125,Success,4.9695,0.81875,Success,46.4099,0.80625,Success,220.7453,0.8
G2 is shuffled subgraph of G1,170,850,5,51,72,1.411764705882353,Timeout,30000,-1,Success,0.7482,0.8058823529411765,Success,7.5049,0.7764705882352941,Success,75.3982,0.7764705882352941,Success,375.3887,0.7705882352941177
G2 is shuffled subgraph of G1,180,900,5,54,80,1.4814814814814814,Timeout,30000,-1,Success,0.7933,0.8222222222222222,Success,8.4231,0.8,Success,82.7631,0.7833333333333333,Success,407.1039,0.7888888888888889
G2 is shuffled subgraph of G1,190,950,5,57,77,1.3508771929824561,Timeout,30000,-1,Success,1.1716,0.7947368421052632,Success,9.4119,0.7894736842105263,Success,96.0247,0.7894736842105263,Success,465.7152,0.7842105263157895
G2 is shuffled subgraph of G1,200,1000,5,60,92,1.5333333333333334,Timeout,30000,-1,Success,0.8074,0.81,Success,8.9948,0.785,Success,85.3568,0.79,Success,405.2858,0.79
G2 is shuffled subgraph of G1,210,1050,5,63,88,1.3968253968253967,Timeout,30000,-1,Success,1.321,0.8095238095238095,Success,11.2732,0.8047619047619048,Success,117.4026,0.780952380952381,Success,598.258,0.7857142857142857
G2 is shuffled subgraph of G1,220,1100,5,66,106,1.606060606060606,Timeout,30000,-1,Success,0.7024,0.8590909090909091,Success,10.4197,0.8136363636363636,Success,111.3783,0.7954545454545454,Success,545.1182,0.7909090909090909
G2 is shuffled subgraph of G1,230,1150,5,69,98,1.4202898550724639,Timeout,30000,-1,Success,1.6399,0.8,Success,15.5155,0.7913043478260869,Success,157.6388,0.7869565217391304,Success,781.5028,0.782608695652174
G2 is shuffled subgraph of G1,240,1200,5,72,104,1.4444444444444444,Timeout,30000,-1,Success,1.6757,0.8125,Success,15.7859,0.7916666666666666,Success,146.82,0.7958333333333334,Success,728.4164,0.7875
G2 is shuffled subgraph of G1,250,1250,5,75,125,1.6666666666666667,Timeout,30000,-1,Success,1.7404,0.8160000000000001,Success,17.3109,0.8,Success,152.1116,0.804,Success,822.9946,0.804
G2 is shuffled subgraph of G1,3,6,2,3,6,2,Success,0.0991,0,Success,0.0135,0.6666666666666667,Success,0.052,0,Success,0.432,0,Success,2.2962,0
G2 is shuffled subgraph of G1,4,12,3,3,5,1.6666666666666667,Success,0.0604,0.25,Success,0.027,0.5,Success,0.1098,0.5,Success,0.4376,0.5,Success,1.6906,0.5
G2 is shuffled subgraph of G1,4,12,3,4,12,3,Success,0.0888,0,Success,0.0214,0,Success,0.1115,0,Success,0.595,0,Success,2.636,0
G2 is shuffled subgraph of G1,5,20,4,3,8,2.6666666666666665,Success,0.2996,0.4,Success,0.1113,0.4,Success,0.137,0.4,Success,0.4981,0.4,Success,2.436,0.4
G2 is shuffled subgraph of G1,5,20,4,4,13,3.25,Success,0.2232,0.19999999999999996,Success,0.1035,0.8,Success,0.094,0.19999999999999996,Success,0.4741,0.19999999999999996,Success,1.9816,0.19999999999999996
G2 is shuffled subgraph of G1,5,20,4,5,20,4,Success,0.3507,0,Success,0.0706,0.19999999999999996,Success,0.0918,0.19999999999999996,Success,0.5153,0.19999999999999996,Success,2.8439,0.19999999999999996
G2 is shuffled subgraph of G1,6,30,5,3,7,2.3333333333333335,Success,0.158,0.5,Success,0.014,0.6666666666666667,Success,0.0876,0.6666666666666667,Success,0.491,0.6666666666666667,Success,2.0949,0.6666666666666667
G2 is shuffled subgraph of G1,6,30,5,4,14,3.5,Success,0.9449,0.33333333333333337,Success,0.0257,0.8333333333333334,Success,0.1065,0.5,Success,0.4908,0.5,Success,2.2287,0.5
G2 is shuffled subgraph of G1,6,30,5,5,22,4.4,Success,2.076,0.16666666666666663,Success,0.0348,0.5,Success,0.0713,0.33333333333333337,Success,0.5156,0.33333333333333337,Success,2.8287,0.33333333333333337
G2 is shuffled subgraph of G1,6,30,5,6,30,5,Success,9.359,0,Success,0.049,0.5,Success,0.1323,0.16666666666666663,Success,0.6428,0,Success,2.739,0
G2 is shuffled subgraph of G1,7,42,6,3,7,2.3333333333333335,Success,0.4152,0.5714285714285714,Success,0.0583,0.7142857142857143,Success,0.1194,0.5714285714285714,Success,0.7213,0.5714285714285714,Success,2.0771,0.5714285714285714
G2 is shuffled subgraph of G1,7,42,6,4,13,3.25,Success,1.13,0.4285714285714286,Success,0.0277,0.7142857142857143,Success,0.0923,0.5714285714285714,Success,0.5606,0.5714285714285714,Success,3.0901,0.5714285714285714
G2 is shuffled subgraph of G1,7,42,6,5,22,4.4,Success,7.5435,0.2857142857142857,Success,0.0668,0.5714285714285714,Success,0.1541,0.4285714285714286,Success,0.5868,0.4285714285714286,Success,2.8351,0.4285714285714286
G2 is shuffled subgraph of G1,7,42,6,6,31,5.166666666666667,Success,35.3686,0.1428571428571429,Success,0.0233,0.8571428571428572,Success,0.0981,0.1428571428571429,Success,0.5808,0.1428571428571429,Success,3.675,0.1428571428571429
G2 is shuffled subgraph of G1,7,42,6,7,42,6,Success,20.4084,0,Success,0.1044,0.2857142857142857,Success,0.1132,0,Success,0.9021,0,Success,3.0001,0
G2 is shuffled subgraph of G1,8,56,7,3,8,2.6666666666666665,Success,0.3151,0.625,Success,0.0609,0.625,Success,0.0715,0.625,Success,0.5134,0.625,Success,2.4948,0.625
G2 is shuffled subgraph of G1,8,56,7,4,14,3.5,Success,1.8266,0.5,Success,0.0687,0.625,Success,0.0735,0.625,Success,0.6923,0.625,Success,3.1719,0.625
G2 is shuffled subgraph of G1,8,56,7,5,23,4.6,Success,8.2722,0.375,Success,0.1829,0.5,Success,0.0922,0.5,Success,0.7201,0.5,Success,5.8346,0.5
G2 is shuffled subgraph of G1,8,56,7,6,31,5.166666666666667,Success,53.8432,0.25,Success,0.0464,0.625,Success,0.1599,0.375,Success,0.6999,0.375,Success,3.0466,0.375
G2 is shuffled subgraph of G1,8,56,7,7,43,6.142857142857143,Success,107.8959,0.125,Success,0.042,0.625,Success,0.0979,0.125,Success,0.6158,0.125,Success,2.8595,0.125
G2 is shuffled subgraph of G1,8,56,7,8,56,7,Success,1105.5819,0,Success,0.0318,0.5,Success,0.1504,0.375,Success,0.6498,0.25,Success,2.7917,0.25
G2 is shuffled subgraph of G1,9,72,8,3,8,2.6666666666666665,Success,0.8851,0.6666666666666667,Success,0.1075,0.7777777777777778,Success,0.1841,0.6666666666666667,Success,0.5691,0.6666666666666667,Success,2.5453,0.6666666666666667
G2 is shuffled subgraph of G1,9,72,8,4,13,3.25,Success,3.1948,0.5555555555555556,Success,0.1342,0.7777777777777778,Success,0.0653,0.5555555555555556,Success,0.6189,0.5555555555555556,Success,2.6737,0.5555555555555556
G2 is shuffled subgraph of G1,9,72,8,5,22,4.4,Success,25.5268,0.4444444444444444,Success,0.0737,0.4444444444444444,Success,0.0809,0.4444444444444444,Success,0.7814,0.4444444444444444,Success,3.1817,0.4444444444444444
